Rk,Player,Nation,Pos,Squad,Comp,AGE,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%_PK
11,Jamie Cumming,eng ENG,GK,Oxford United,,25.6630137,1999,45,45,4050,45,62,1.38,201,139,70.1,13,13,19,13,28.9,4,2,2,0,50
12,Karl Darlow,wls WAL,GK,Leeds United,,34.56986301,1990,7,7,630,7,3,0.43,11,9,72.7,6,1,0,4,57.1,0,0,0,0,
13,Adam Davies,wls WAL,GK,Sheffield Utd,,32.79726027,1992,3,3,270,3,3,1,7,4,57.1,1,2,0,1,33.3,0,0,0,0,
14,Seny Dieng,sn SEN,GK,Middlesbrough,,30.44383562,1994,17,17,1530,17,21,1.24,47,28,55.3,7,4,6,5,29.4,0,0,0,0,
15,Oliver Dovin,se SWE,GK,Coventry City,,22.81369863,2002,28,28,2467,27.4,30,1.09,95,68,69.5,14,5,9,8,28.6,1,1,0,0,0
16,George Evans,eng ENG,GK,Millwall,,19.96712329,2005,4,4,360,4,8,2,19,11,57.9,2,0,2,1,25,0,0,0,0,
17,Tom Glover,au AUS,GK,Middlesbrough,,27.35890411,1997,7,6,571,6.3,6,0.95,13,7,53.8,2,2,2,3,50,0,0,0,0,
18,Joshua Griffiths,eng ENG,GK,West Brom,,23.66027397,2001,6,6,540,6,11,1.83,26,15,57.7,2,1,3,1,16.7,0,0,0,0,
19,Daniel Grimshaw,eng ENG,GK,Plymouth Argyle,,27.29589041,1998,21,21,1890,21,49,2.33,124,75,62.9,4,5,12,1,4.8,3,3,0,0,0
20,Angus Gunn,sct SCO,GK,Norwich City,,29.27945205,1996,35,35,3104,34.5,42,1.22,123,83,69.1,14,11,10,7,20,4,4,0,0,0
21,Conor Hazard,nir NIR,GK,Plymouth Argyle,,27.16438356,1998,25,25,2250,25,39,1.56,122,85,68.9,7,8,10,2,8,1,1,0,0,0
22,Václav Hladký,cz CZE,GK,Burnley,,34.46849315,1990,1,1,90,1,0,0,4,4,100,1,0,0,1,100,0,0,0,0,
23,Ethan Horvath,us USA,GK,Cardiff City,,29.90136986,1995,17,17,1530,17,28,1.65,67,42,58.2,2,6,9,3,17.6,0,0,0,0,
24,Matt Ingram,eng ENG,GK,Oxford United,,31.37534247,1993,1,1,90,1,3,3,5,2,40,0,1,0,0,0,0,0,0,0,
25,Lukas Jensen,dk DEN,GK,Millwall,,26.12876712,1999,41,41,3689,41,41,1,132,94,69.7,15,12,14,13,31.7,3,1,1,1,50
26,Viktor Johansson,se SWE,GK,Stoke City,,26.63561644,1998,46,46,4140,46,62,1.35,209,151,71.8,12,15,19,14,30.4,5,3,1,1,25
27,Thomas Kaminski,be BEL,GK,Luton Town,,32.52876712,1992,45,45,3990,44.3,68,1.53,193,125,65.8,13,10,22,10,22.2,3,2,1,0,33.3
28,Ben Killip,eng ENG,GK,Portsmouth,,29.44109589,1995,2,2,180,2,2,1,9,7,77.8,0,2,0,0,0,0,0,0,0,
29,George Long,eng ENG,GK,Norwich City,,31.49315068,1993,9,8,765,8.5,19,2.24,44,24,61.4,0,3,5,1,12.5,3,2,1,0,33.3
30,Illan Meslier,fr FRA,GK,Leeds United,,25.17260274,2000,39,39,3510,39,27,0.69,88,63,72.7,23,12,4,21,53.8,4,3,1,0,25
31,Simon Moore,eng ENG,GK,Sunderland,,34.95890411,1990,4,4,360,4,2,0.5,10,8,80,1,3,0,3,75,0,0,0,0,
32,Paul Nardi,fr FRA,GK,QPR,,30.96164384,1994,45,45,4050,45,63,1.4,174,114,65.5,13,14,18,9,20,3,3,0,0,0
33,Will Norris,eng ENG,GK,Portsmouth,,31.7260274,1993,8,8,720,8,19,2.37,47,29,66,0,4,4,2,25,3,3,0,0,0
34,Max O'Leary,ie IRL,GK,Bristol City,,28.56438356,1996,46,46,4140,46,55,1.2,172,117,69.2,17,17,12,10,21.7,2,2,0,0,0
35,Alex Palmer,eng ENG,GK,West Brom,,28.73150685,1996,30,30,2700,30,27,0.9,101,77,74.3,10,14,6,11,36.7,1,1,0,0,0
36,Ivor Pandur,hr CRO,GK,Hull City,,25.10958904,2000,44,44,3960,44,52,1.18,168,117,71.4,11,13,20,6,13.6,6,4,1,1,20
37,Anthony Patterson,eng ENG,GK,Sunderland,,24.98356164,2000,42,42,3780,42,42,1,128,90,70.3,20,10,12,14,33.3,5,4,1,0,20
38,Aynsley Pears,eng ENG,GK,Blackburn,,27.03013699,1998,40,40,3600,40,43,1.07,153,109,73.9,15,8,17,13,32.5,4,3,1,0,25
39,Vicente Reyes,cl CHI,GK,Norwich City,,21.45479452,2003,4,3,271,3,7,2.32,12,5,41.7,0,1,2,0,0,0,0,0,0,
40,Liam Roberts,eng ENG,GK,Millwall,,30.44931507,1994,2,1,91,1,0,0,3,3,100,1,0,0,2,200,0,0,0,0,
41,Carl Rushworth,eng ENG,GK,Hull City,,23.83835616,2001,2,2,180,2,2,1,4,2,50,1,0,1,1,50,0,0,0,0,
42,Nicolas Schmid,at AUT,GK,Portsmouth,,28.19452055,1997,35,35,3090,34.3,48,1.4,144,100,67.4,14,6,15,8,22.9,1,1,0,0,0
43,Egil Selvik,no NOR,GK,Watford,,27.76164384,1997,16,16,1440,16,19,1.19,71,52,73.2,4,4,8,6,37.5,0,0,0,0,
44,James Shea,eng ENG,GK,Luton Town,,33.88219178,1991,2,1,147,1.6,1,0.61,5,4,80,0,0,1,1,100,0,0,0,0,
45,Balázs Tóth,hu HUN,GK,Blackburn,,27.6630137,1997,6,6,540,6,5,0.83,21,16,76.2,4,1,1,2,33.3,0,0,0,0,
46,James Trafford,eng ENG,GK,Burnley,,22.56438356,2002,45,45,4050,45,16,0.36,103,85,84.5,27,16,2,29,64.4,2,0,2,0,100
47,Mark Travers,ie IRL,GK,Middlesbrough,,25.96164384,1999,17,17,1530,17,20,1.18,83,64,75.9,6,2,9,4,23.5,0,0,0,0,
48,Josh Vickers,eng ENG,GK,Derby County,,29.42191781,1995,6,6,540,6,6,1,17,11,64.7,3,1,2,3,50,0,0,0,0,
49,Lawrence Vigouroux,cl CHI,GK,Swansea City,,31.45479452,1993,46,46,4140,46,56,1.22,166,113,68.7,17,10,19,14,30.4,4,4,0,0,0
50,Joe Walsh,eng ENG,GK,QPR,,23.09041096,2002,1,1,90,1,0,0,4,4,100,1,0,0,1,100,0,0,0,0,
51,Jacob Widell Zetterström,se SWE,GK,Derby County,,26.81369863,1998,40,40,3600,40,50,1.25,150,99,67.3,10,10,20,9,22.5,3,1,2,0,66.7
52,Joe Wildsmith,eng ENG,GK,West Brom,,29.34794521,1995,10,10,900,10,9,0.9,28,19,67.9,3,4,3,2,20,0,0,0,0,
53,Ben Wilson,eng ENG,GK,Coventry City,,32.73424658,1992,4,4,360,4,5,1.25,22,17,77.3,2,0,2,2,50,0,0,0,0,
54,Freddie Woodman,eng ENG,GK,Preston,,28.16712329,1997,37,37,3329,37,43,1.16,130,86,69.2,10,16,11,12,32.4,4,3,1,0,25
1,Luis Barraza,us USA,GK,D.C. United,,28.48767123,1996,4,4,360,4,6,1.5,16,10,62.5,2,0,2,0,0,0,0,0,0,
2,Adam Beaudry,us USA,GK,Colorado Rapids,,19.04657534,2006,1,1,90,1,3,3,5,3,40,0,0,1,0,0,0,0,0,0,
3,Andre Blake,jm JAM,GK,Philadelphia Union,,34.45205479,1990,9,9,810,9,9,1,30,21,73.3,6,1,2,4,44.4,1,1,0,0,0
4,Jonathan Bond,eng ENG,GK,Houston Dynamo,,31.96164384,1993,3,3,270,3,4,1.33,15,11,80,1,1,1,1,33.3,1,1,0,0,0
5,Christopher Brady,us USA,GK,Chicago Fire,,21.17260274,2004,11,11,935,10.4,22,2.12,56,34,66.1,3,4,4,1,9.1,5,3,1,1,25
6,Sebastian Breza,ca CAN,GK,CF Montréal,,27.13972603,1998,1,1,90,1,1,1,6,5,83.3,0,0,1,0,0,0,0,0,0,
7,Roman Bürki,ch SUI,GK,St. Louis,,34.47123288,1990,3,3,270,3,0,0,9,9,100,1,2,0,3,100,0,0,0,0,
8,Evan Bush,us USA,GK,Columbus Crew,,39.16438356,1986,1,1,90,1,0,0,0,0,,0,1,0,1,100,0,0,0,0,
9,Rafael Cabral,br BRA,GK,Real Salt Lake,,34.95890411,1990,11,11,990,11,17,1.55,52,33,71.2,4,0,7,2,18.2,4,2,2,0,50
10,Drake Callender,us USA,GK,Inter Miami,,27.57534247,1997,3,2,185,2.1,5,2.43,13,8,61.5,0,1,1,0,0,0,0,0,0,
11,Roman Celentano,us USA,GK,FC Cincinnati,,24.63835616,2000,11,11,990,11,13,1.18,43,30,72.1,7,1,3,4,36.4,3,1,1,1,50
12,Michael Collodi,us USA,GK,FC Dallas,,23.94520548,2001,1,1,90,1,0,0,2,2,100,1,0,0,1,100,0,0,0,0,
13,Carlos Coronel,py PAR,GK,NY Red Bulls,,28.34794521,1996,10,10,900,10,12,1.2,48,36,77.1,3,3,4,4,40,1,1,0,0,0
14,Maxime Crépeau,ca CAN,GK,Portland Timbers,,30.98356164,1994,2,2,180,2,8,4,18,10,55.6,0,0,2,0,0,0,0,0,0,
15,Daniel,br BRA,GK,SJ Earthquakes,,30.99726027,1994,10,10,830,9.2,13,1.41,53,40,77.4,4,1,5,1,10,1,1,0,0,0
16,C.J. dos Santos,us USA,GK,San Diego FC,,24.69589041,2000,11,11,990,11,15,1.36,51,36,76.5,5,2,4,4,36.4,3,3,0,0,0
17,Earl Edwards Jr.,us USA,GK,SJ Earthquakes,,33.27671233,1992,2,1,160,1.8,7,3.94,9,2,22.2,0,0,1,0,0,0,0,0,0,
18,Matt Freese,us USA,GK,NYCFC,,26.67123288,1998,11,11,990,11,13,1.18,49,38,73.5,5,2,4,4,36.4,0,0,0,0,
19,Stefan Frei,ch SUI,GK,Seattle Sounders,,39.04109589,1986,10,10,900,10,11,1.1,32,23,68.8,3,4,3,3,30,1,1,0,0,0
20,Jeffrey Gal,us USA,GK,Chicago Fire,,32.07945205,1993,1,0,51,0.6,0,0,2,2,100,0,0,0,1,,0,0,0,0,
21,Pedro Gallese,pe PER,GK,Orlando City,,35.19452055,1990,10,10,900,10,11,1.1,45,34,77.8,3,5,2,5,50,1,1,0,0,0
22,Blake Gillingham,us USA,GK,Houston Dynamo,,22.56438356,2002,4,3,294,3.3,4,1.22,15,11,73.3,1,1,1,2,66.7,0,0,0,0,
23,Brad Guzan,us USA,GK,Atlanta Utd,,40.65205479,1984,11,11,990,11,20,1.82,56,36,69.6,2,4,5,1,9.1,3,3,0,0,0
24,Nicholas Hansen,dk DEN,GK,Colorado Rapids,,23.81917808,2001,1,1,90,1,1,1,2,1,50,0,1,0,0,0,0,0,0,0,
25,Thomas Hasal,ca CAN,GK,LAFC,,25.82191781,1999,1,1,90,1,5,5,9,4,44.4,0,0,1,0,0,0,0,0,0,
26,Aljaž Ivačič,si SVN,GK,NE Revolution,,31.34794521,1993,10,10,900,10,7,0.7,38,31,81.6,5,1,4,5,50,0,0,0,0,
27,Sean Johnson,us USA,GK,Toronto FC,,35.92876712,1989,11,11,990,11,16,1.45,53,37,75.5,1,4,6,3,27.3,3,3,0,0,0
28,Kim Joonhong,kr KOR,GK,D.C. United,,21.92054795,2003,7,7,630,7,17,2.43,39,22,61.5,1,3,3,1,14.3,2,2,0,0,0
29,Kristijan Kahlina,hr CRO,GK,Charlotte,,32.78082192,1992,11,11,990,11,12,1.09,57,45,84.2,6,1,4,4,36.4,3,3,0,0,0
30,Hugo Lloris,fr FRA,GK,LAFC,,38.35616438,1986,10,10,900,10,11,1.1,28,18,64.3,5,2,3,4,40,1,1,0,0,0
31,Benjamin Lundt,de GER,GK,St. Louis,,29.6109589,1995,8,8,720,8,12,1.5,43,30,74.4,1,2,5,2,25,2,1,1,0,50
32,AJ Marcucci,us USA,GK,NY Red Bulls,,25.76164384,1999,1,1,90,1,1,1,2,1,50,1,0,0,0,0,0,0,0,0,
33,Jimmy Maurer,us USA,GK,Houston Dynamo,,36.55616438,1988,2,1,120,1.3,1,0.75,5,4,80,0,1,0,0,0,0,0,0,0,
34,John McCarthy,us USA,GK,LA Galaxy,,32.83561644,1992,8,8,720,8,14,1.75,33,19,66.7,0,3,5,0,0,4,3,1,0,25
35,Novak Mićović,rs SRB,GK,LA Galaxy,,23.5260274,2001,3,3,270,3,7,2.33,15,8,53.3,0,0,3,0,0,0,0,0,0,
36,Javier Otero,ve VEN,GK,Orlando City,,22.46027397,2002,1,1,90,1,1,1,6,5,83.3,1,0,0,0,0,0,0,0,0,
37,Maarten Paes,id IDN,GK,FC Dallas,,26.97534247,1998,10,10,900,10,19,1.9,48,29,66.7,3,3,4,1,10,3,3,0,0,0
38,James Pantemis,ca CAN,GK,Portland Timbers,,28.2,1997,9,9,810,9,11,1.22,43,29,79.1,5,3,1,3,33.3,5,2,3,0,60
39,John Pulskamp,us USA,GK,Sporting KC,,24.04383562,2001,11,11,990,11,21,1.91,50,30,62,3,1,7,2,18.2,2,2,0,0,0
40,Andrew Rick,us USA,GK,Philadelphia Union,,19.26027397,2006,2,2,180,2,1,0.5,3,2,66.7,1,0,1,1,50,0,0,0,0,
41,Rocco Ríos Novo,ar ARG,GK,Inter Miami,,22.91780822,2002,2,1,140,1.6,1,0.64,4,3,75,1,0,0,1,100,0,0,0,0,
42,Patrick Schulte,us USA,GK,Columbus Crew,,24.14520548,2001,10,10,900,10,10,1,35,25,74.3,7,2,1,2,20,1,1,0,0,0
43,Jonathan Sirois,ca CAN,GK,CF Montréal,,23.85479452,2001,10,10,900,10,15,1.5,51,36,70.6,0,3,7,2,20,0,0,0,0,
44,Alec Smir,us USA,GK,Minnesota Utd,,26.06027397,1999,1,1,90,1,2,2,4,2,50,0,1,0,0,0,0,0,0,0,
45,Dayne St. Clair,ca CAN,GK,Minnesota Utd,,27.9890411,1997,10,10,900,10,8,0.8,35,28,77.1,5,3,2,6,60,1,0,0,1,
46,Zack Steffen,us USA,GK,Colorado Rapids,,30.09041096,1995,9,9,810,9,12,1.33,47,35,74.5,4,3,2,3,33.3,0,0,0,0,
47,Brad Stuver,us USA,GK,Austin,,34.05205479,1991,11,11,990,11,13,1.18,49,36,73.5,5,1,5,5,45.5,1,0,1,0,100
48,Yohei Takaoka,jp JPN,GK,Vancouver W'caps,,29.1369863,1996,11,11,990,11,8,0.73,26,18,73.1,8,2,1,5,45.5,1,1,0,0,0
49,Andrew Tarbell,us USA,GK,Houston Dynamo,,31.57534247,1993,4,4,306,3.4,7,2.06,15,8,53.3,0,1,3,1,25,0,0,0,0,
50,Andrew Thomas,ru RUS,GK,Seattle Sounders,,26.6739726,1998,1,1,90,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,
51,Óscar Ustari,ar ARG,GK,Inter Miami,,38.83835616,1986,7,7,572,6.4,5,0.79,25,20,80,5,2,0,2,28.6,0,0,0,0,
52,Joe Willis,us USA,GK,Nashville SC,,36.73424658,1988,11,11,990,11,14,1.27,46,31,73.9,5,2,4,3,27.3,3,2,1,0,33.3
1,Nordin Bakker,nl NED,GK,Almere City,,27.50958904,1997,31,31,2790,31,59,1.9,161,106,63.4,4,8,19,7,22.6,0,0,0,0,
2,Vasilios Barkas,gr GRE,GK,Utrecht,,30.93150685,1994,29,29,2610,29,41,1.41,131,91,71,16,8,5,7,24.1,3,3,0,0,0
3,Walter Benítez,ar ARG,GK,PSV Eindhoven,,32.29041096,1993,31,31,2745,30.5,35,1.15,94,59,64.9,22,4,5,9,29,2,2,0,0,0
4,Daniel Bielica,pl POL,GK,NAC Breda,,26.01369863,1999,30,30,2700,30,50,1.67,153,104,71.2,8,8,14,5,16.7,6,6,0,0,0
5,Justin Bijlow,nl NED,GK,Feyenoord,,27.28219178,1998,4,4,360,4,8,2,16,8,50,1,1,2,0,0,0,0,0,0,
6,Mattijs Branderhorst,nl NED,GK,Fortuna Sittard,,31.34246575,1993,25,25,2250,25,38,1.52,117,79,69.2,9,5,11,8,32,2,2,0,0,0
7,Michael Brouwer,nl NED,GK,Utrecht,,32.28493151,1993,2,2,180,2,1,0.5,8,7,100,2,0,0,1,50,1,1,0,0,0
8,Jari De Busser,be BEL,GK,Go Ahead Eag,,25.5369863,1999,14,14,1260,14,22,1.57,76,55,72.4,6,4,4,4,28.6,1,1,0,0,0
9,Mickey van der Hart,nl NED,GK,Heerenveen,,30.89315068,1994,18,18,1620,18,33,1.83,100,68,70,5,6,7,2,11.1,3,3,0,0,0
10,Thomas Didillon,fr FRA,GK,Willem II,,29.43287671,1995,31,31,2790,31,51,1.65,163,115,71.8,6,7,18,5,16.1,5,5,0,0,0
11,Joel Drommel,nl NED,GK,PSV Eindhoven,,28.46575342,1996,1,0,45,0.5,0,0,0,0,,0,0,0,0,,0,0,0,0,
12,Stijn van Gassel,nl NED,GK,NEC Nijmegen,,28.54520548,1996,2,2,180,2,4,2,15,11,80,0,0,2,0,0,1,1,0,0,0
13,Mike Hauptmeijer,nl NED,GK,Zwolle,,28.13150685,1997,4,4,360,4,6,1.5,16,10,62.5,2,1,1,0,0,1,0,0,1,
14,Jeroen Houwen,nl NED,GK,RKC Waalwijk,,29.20821918,1996,24,24,2160,24,48,2,133,87,65.4,4,4,16,4,16.7,2,2,0,0,0
15,Hidde Jurjus,nl NED,GK,Groningen,,31.23287671,1994,1,1,90,1,1,1,3,2,66.7,0,0,1,0,0,0,0,0,0,
16,Fabian de Keijzer,nl NED,GK,Heracles Almelo,,24.98630137,2000,31,31,2790,31,56,1.81,163,111,69.3,8,11,12,6,19.4,6,6,0,0,0
17,Joey Kesting,nl NED,GK,RKC Waalwijk,,24.16164384,2001,3,3,270,3,5,1.67,13,8,84.6,0,2,1,0,0,3,3,0,0,0
18,Luuk Koopmans,nl NED,GK,Fortuna Sittard,,31.46027397,1993,6,6,540,6,15,2.5,35,19,60,1,1,4,0,0,2,1,1,0,50
19,Roy Kortsmit,nl NED,GK,NAC Breda,,32.69041096,1992,1,1,90,1,3,3,4,1,50,0,0,1,0,0,1,1,0,0,0
20,Matheus,br BRA,GK,Ajax,,32.79452055,1992,9,9,810,9,9,1,23,14,60.9,6,2,1,4,44.4,0,0,0,0,
21,Andries Noppert,nl NED,GK,Heerenveen,,31.07671233,1994,13,13,1170,13,20,1.54,56,37,66.1,6,1,6,3,23.1,1,1,0,0,0
22,Nick Olij,nl NED,GK,Sparta R'dam,,29.75890411,1995,31,31,2790,31,39,1.26,129,91,72.9,8,11,12,5,16.1,5,4,1,0,20
23,Yanick van Osch,nl NED,GK,RKC Waalwijk,,28.11506849,1997,3,3,270,3,9,3,26,17,69.2,0,1,2,0,0,1,1,0,0,0
24,Rome-Jayden Owusu-Oduro,nl NED,GK,AZ Alkmaar,,20.84109589,2004,25,25,2250,25,31,1.24,74,43,59.5,9,8,8,8,32,3,1,1,1,50
25,Remko Pasveer,nl NED,GK,Ajax,,41.48767123,1983,21,21,1890,21,18,0.86,75,58,76,16,3,2,10,47.6,0,0,0,0,
26,Luca Plogmann,de GER,GK,Go Ahead Eag,,25.15342466,2000,17,17,1530,17,27,1.59,72,45,65.3,7,4,6,4,23.5,2,2,0,0,0
27,Diant Ramaj,de GER,GK,Ajax,,23.62465753,2001,1,1,90,1,0,0,2,2,100,1,0,0,1,100,0,0,0,0,
28,Robin Roefs,nl NED,GK,NEC Nijmegen,,22.29589041,2003,29,29,2610,29,41,1.41,140,103,71.4,9,7,13,8,27.6,1,1,0,0,0
29,Jasper Schendelaar,nl NED,GK,Zwolle,,24.67123288,2000,27,27,2430,27,43,1.59,135,93,70.4,6,9,12,5,18.5,5,3,0,2,0
30,Mark Spenkelink,nl NED,GK,RKC Waalwijk,,28.26849315,1997,1,1,90,1,6,6,12,6,58.3,0,0,1,0,0,1,1,0,0,0
31,Przemysław Tytoń,pl POL,GK,Twente,,38.33150685,1987,2,2,180,2,8,4,16,8,50,1,0,1,0,0,0,0,0,0,
32,Lars Unnerstall,de GER,GK,Twente,,34.79178082,1990,29,29,2610,29,36,1.24,94,58,63.8,13,9,7,10,34.5,2,2,0,0,0
33,Etienne Vaessen,sr SUR,GK,Groningen,,29.77534247,1995,30,30,2700,30,45,1.5,125,81,68,10,8,12,7,23.3,6,5,1,0,16.7
34,Timon Wellenreuther,de GER,GK,Feyenoord,,29.41917808,1995,27,27,2430,27,25,0.93,89,63,73,18,7,2,9,33.3,2,1,1,0,50
35,Jeroen Zoet,nl NED,GK,AZ Alkmaar,,34.3260274,1991,6,6,540,6,3,0.5,12,10,75,5,0,1,3,50,0,0,0,0,