Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
226,Rafik Guitane,fr FRA,FW,Braga,25-344,1999,0.0,5,5,100.0,110,0,1,1,100.0,2,2,100.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
227,Deniz Gül,tr TUR,FW,Porto,20-307,2004,4.6,73,93,78.5,980,124,43,55,78.2,26,27,96.3,0,0,,0,0.4,0.4,-0.4,2,3,3,0,9,Matches
228,Viktor Gyökeres,se SWE,FW,Sporting CP,26-335,1998,29.2,478,663,72.1,5685,1087,317,405,78.3,111,150,74.0,12,19,63.2,6,6.9,6.8,-0.9,59,15,30,3,65,Matches
229,Justin de Haas,nl NED,DF,Famalicão,25-093,2000,26.4,1188,1399,84.9,23702,9273,380,417,91.1,654,700,93.4,138,244,56.6,0,0.2,0.4,-0.2,3,68,1,0,76,Matches
230,Habraão,br BRA,FW,Santa Clara,23-313,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
231,Tomás Händel,pt POR,MF,Vitória,24-159,2000,27.0,1303,1489,87.5,21337,5938,620,693,89.5,561,605,92.7,88,124,71.0,1,1.9,1.8,-0.9,25,138,24,4,159,Matches
232,Conrad Harder,dk DEN,"FW,MF",Sporting CP,20-028,2005,8.6,108,177,61.0,1486,371,67,94,71.3,31,47,66.0,6,14,42.9,5,2.9,2.0,+2.1,13,5,6,3,10,Matches
233,Thiago Helguera,uy URU,MF,Braga,19-040,2006,0.1,5,7,71.4,98,21,1,2,50.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
234,Gustavo Henrique,br BRA,"MF,FW",Estrela,26-003,1999,2.5,47,61,77.0,549,119,32,35,91.4,10,16,62.5,1,2,50.0,1,0.1,0.1,+0.9,3,2,0,0,2,Matches
235,Morten Hjulmand,dk DEN,MF,Sporting CP,25-314,1999,23.6,1347,1494,90.2,21339,5365,704,752,93.6,539,585,92.1,78,104,75.0,2,1.7,2.0,+0.3,25,162,22,0,154,Matches
236,Jordan Holsgrove,sct SCO,MF,Estoril,25-237,1999,24.5,1460,1797,81.2,25736,10036,700,773,90.6,558,643,86.8,158,288,54.9,3,3.9,3.2,-0.9,45,140,22,6,160,Matches
237,Lukáš Horníček,cz CZE,GK,Braga,22-296,2002,15.0,413,558,74.0,10457,6925,78,79,98.7,233,234,99.6,101,244,41.4,0,0.0,0.0,0.0,0,3,0,0,0,Matches
238,André Horta,pt POR,MF,Braga,28-179,1996,5.6,340,412,82.5,5884,1730,160,176,90.9,128,143,89.5,38,66,57.6,4,1.2,1.6,+2.8,14,45,12,3,57,Matches
239,Ricardo Horta,pt POR,"MF,FW",Braga,30-232,1994,29.5,886,1110,79.8,13957,3454,482,543,88.8,297,351,84.6,76,139,54.7,4,4.9,4.2,-0.9,56,87,29,5,116,Matches
240,Igor,br BRA,MF,Estrela,22-059,2003,8.9,278,328,84.8,5181,1791,114,131,87.0,132,148,89.2,29,38,76.3,0,1.0,0.5,-1.0,9,31,6,1,29,Matches
241,André Inácio,br BRA,"MF,FW",Estrela,23-071,2002,7.1,111,157,70.7,1678,332,67,85,78.8,36,44,81.8,7,17,41.2,1,1.1,0.9,-0.1,6,8,3,1,8,Matches
242,André Inácio,br BRA,"FW,MF",Rio Ave,23-071,2002,10.1,150,225,66.7,2196,605,95,119,79.8,44,71,62.0,7,16,43.8,1,1.3,1.2,-0.3,13,9,12,2,28,Matches
243,Gonçalo Inácio,pt POR,DF,Sporting CP,23-253,2001,23.1,1774,1972,90.0,32534,13033,678,720,94.2,935,990,94.4,146,222,65.8,2,0.8,1.1,+1.2,14,220,11,0,176,Matches
244,Isaac,br BRA,FW,Nacional,21-040,2004,13.7,186,259,71.8,2368,401,116,151,76.8,49,65,75.4,7,9,77.8,1,0.4,0.2,+0.6,11,7,2,0,12,Matches
245,Ismael,pt POR,MF,Moreirense,26-041,1999,22.5,851,1007,84.5,14187,4258,424,474,89.5,313,350,89.4,78,119,65.5,1,0.7,0.7,+0.3,15,85,10,3,95,Matches
246,Franco Israel,uy URU,GK,Sporting CP,25-013,2000,11.0,236,264,89.4,4994,3104,59,59,100.0,145,148,98.0,30,55,54.5,0,0.0,0.0,0.0,0,2,0,0,0,Matches
247,Ivan Jaime Pajuelo,es ESP,FW,Porto,24-221,2000,4.9,122,148,82.4,1738,485,77,83,92.8,38,45,84.4,4,9,44.4,2,0.6,0.6,+1.4,7,7,6,2,25,Matches
248,Jason,es ESP,"FW,MF",Arouca,30-303,1994,23.1,442,714,61.9,7033,2425,244,303,80.5,143,211,67.8,42,141,29.8,1,3.3,3.7,-2.3,32,35,26,8,74,Matches
249,Jhonatan,br BRA,GK,Rio Ave,33-362,1991,8.0,221,310,71.3,5999,4282,38,41,92.7,106,110,96.4,74,154,48.1,0,0.0,0.0,0.0,0,1,0,0,0,Matches
250,Diederrick Joel,cm CMR,FW,Nacional,31-150,1993,8.0,93,132,70.5,1319,297,57,70,81.4,29,43,67.4,4,4,100.0,0,1.1,1.1,-1.1,6,10,8,0,16,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
251,Joel Jorquera,es ESP,FW,Moreirense,24-259,2000,3.1,59,77,76.6,845,230,36,39,92.3,19,25,76.0,2,5,40.0,0,0.1,0.2,-0.1,2,3,1,1,12,Matches
252,Luiz Lúcio Reis Júnior,br BRA,GK,Famalicão,24-111,2001,1.0,25,38,65.8,1027,818,1,1,100.0,8,8,100.0,16,29,55.2,0,0.0,0.0,0.0,0,5,0,0,0,Matches
253,Samuel Justo,pt POR,MF,Farense,21-033,2004,0.4,27,38,71.1,438,123,15,15,100.0,10,14,71.4,2,6,33.3,0,0.1,0.2,-0.1,1,2,2,1,4,Matches
254,Issa Kaboré,bf BFA,DF,Benfica,23-358,2001,0.1,14,17,82.4,218,55,5,7,71.4,8,8,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,3,Matches
255,Kaio,br BRA,FW,Vitória,21-079,2004,14.4,258,353,73.1,3867,1168,146,170,85.9,86,119,72.3,18,38,47.4,3,2.3,2.2,+0.7,16,19,29,5,61,Matches
256,Kaique,br BRA,GK,Farense,22-019,2003,4.0,110,154,71.4,3165,2319,13,13,100.0,62,62,100.0,33,77,42.9,0,0.0,0.0,0.0,0,5,0,0,0,Matches
257,Osman Kakay,sl SLE,"DF,MF",Boavista,27-253,1997,4.4,111,150,74.0,1742,535,57,65,87.7,45,54,83.3,7,26,26.9,0,0.1,0.1,-0.1,1,3,1,1,8,Matches
258,Issiaka Kamate,fr FRA,"FW,MF",AVS Futebol,20-276,2004,3.9,83,111,74.8,1135,242,50,58,86.2,25,40,62.5,3,3,100.0,0,0.4,0.1,-0.4,3,7,0,0,8,Matches
259,Kazu,br BRA,DF,Gil Vicente FC,25-048,2000,5.9,283,353,80.2,4921,1664,124,139,89.2,125,141,88.7,28,53,52.8,0,0.3,0.4,-0.3,2,24,3,2,25,Matches
260,Keliano,ao ANG,MF,Estrela,22-109,2003,10.6,293,339,86.4,4955,1370,139,151,92.1,125,137,91.2,24,36,66.7,1,0.2,0.6,+0.8,8,31,4,2,37,Matches
261,Kewin,br BRA,GK,Moreirense,29-192,1995,29.0,703,1020,68.9,20064,14159,125,125,100.0,320,327,97.9,254,561,45.3,0,0.0,0.0,0.0,1,8,2,0,0,Matches
262,Kikas,pt POR,FW,Estrela,26-230,1998,20.8,175,298,58.7,2660,472,81,127,63.8,66,99,66.7,9,26,34.6,1,0.6,1.2,+0.4,11,8,8,3,14,Matches
263,Gustavo Klismahn,br BRA,"MF,FW",Santa Clara,25-163,1999,9.1,232,331,70.1,4196,1487,110,125,88.0,71,101,70.3,40,75,53.3,3,1.7,1.7,+1.3,20,24,10,4,35,Matches
264,Ruben Kluivert,nl NED,DF,Casa Pia,23-349,2001,13.7,548,638,85.9,10981,4525,156,174,89.7,329,353,93.2,58,98,59.2,0,0.1,0.2,-0.1,1,34,2,0,27,Matches
265,Koka,eg EGY,"FW,MF",Rio Ave,32-061,1993,1.9,29,43,67.4,403,70,19,26,73.1,8,12,66.7,1,2,50.0,0,0.2,0.0,-0.2,3,0,2,0,4,Matches
266,Orkun Kökçü,tr TUR,MF,Benfica,24-127,2000,27.3,1539,1873,82.2,28674,9237,642,726,88.4,637,720,88.5,218,341,63.9,7,6.9,6.9,+0.1,70,206,65,11,278,Matches
267,Moussa Koné,sn SEN,"MF,FW",Boavista,28-126,1996,3.3,36,48,75.0,464,22,21,24,87.5,12,16,75.0,0,2,0.0,0,0.1,0.0,-0.1,2,0,0,0,0,Matches
268,Konstantinos Kostoulas,gr GRE,DF,Rio Ave,20-086,2005,1.1,34,42,81.0,592,197,15,15,100.0,18,19,94.7,1,7,14.3,0,0.0,0.0,0.0,0,5,0,0,0,Matches
269,Vladen Kovačević,ba BIH,GK,Sporting CP,27-024,1998,6.0,97,112,86.6,1973,1293,29,29,100.0,59,60,98.3,9,23,39.1,0,0.0,0.0,0.0,0,1,0,0,0,Matches
270,Andrian Kraev,bg BUL,MF,Casa Pia,26-080,1999,16.5,432,561,77.0,7153,1976,235,287,81.9,150,187,80.2,37,52,71.2,0,0.1,0.3,-0.1,3,46,4,1,54,Matches
271,Layvin Kurzawa,fr FRA,"DF,MF",Boavista,32-243,1992,1.9,50,81,61.7,693,236,29,35,82.9,12,23,52.2,4,12,33.3,0,0.1,0.1,-0.1,1,1,1,1,2,Matches
272,Chiheb Labidi,tn TUN,"MF,FW",Nacional,23-338,2001,4.1,113,149,75.8,1748,427,50,60,83.3,51,64,79.7,7,11,63.6,0,0.1,0.4,-0.1,4,9,4,0,17,Matches
273,André Lacximicant,pt POR,FW,Estoril,23-351,2001,10.0,98,163,60.1,1490,290,51,82,62.2,28,44,63.6,9,11,81.8,2,0.7,0.4,+1.3,6,7,4,1,13,Matches
274,Chico Lamba,pt POR,DF,Arouca,22-056,2003,23.3,1124,1311,85.7,21937,8728,376,399,94.2,630,677,93.1,108,205,52.7,2,0.6,0.4,+1.4,8,50,3,0,60,Matches
275,Larra,es ESP,"MF,DF",Casa Pia,27-139,1997,23.1,634,937,67.7,11213,3812,279,342,81.6,278,383,72.6,65,149,43.6,3,2.8,2.5,+0.2,18,37,14,5,54,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
276,Leonardo Lelo,pt POR,"MF,DF",Casa Pia,25-036,2000,31.6,916,1316,69.6,15987,7044,445,522,85.2,346,469,73.8,104,252,41.3,4,4.5,4.6,-0.5,52,66,20,6,107,Matches
277,Marcos Leonardo,br BRA,MF,Benfica,22-003,2003,0.9,6,12,50.0,75,19,4,5,80.0,2,4,50.0,0,1,0.0,0,0.0,0.1,0.0,1,0,2,0,2,Matches
278,Guilherme Liberato,br BRA,MF,Moreirense,23-323,2001,0.5,29,34,85.3,484,112,17,20,85.0,10,10,100.0,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,3,Matches
279,Otso Liimatta,fi FIN,"FW,MF",Famalicão,20-299,2004,1.3,29,40,72.5,435,90,18,22,81.8,11,14,78.6,0,1,0.0,0,0.1,0.1,-0.1,1,1,2,0,4,Matches
280,Rúben Lima,pt POR,DF,Estrela,35-214,1989,19.8,661,913,72.4,14028,6151,207,235,88.1,333,405,82.2,116,243,47.7,2,1.9,1.8,+0.1,11,61,11,5,65,Matches
281,Yan Lincon,br BRA,FW,Moreirense,22-234,2002,2.6,29,37,78.4,393,46,16,19,84.2,8,9,88.9,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
282,Jérémy Livolant,fr FRA,"FW,MF",Casa Pia,27-116,1998,18.0,335,488,68.6,5026,1361,198,247,80.2,108,155,69.7,20,51,39.2,2,2.3,1.7,-0.3,16,33,11,4,42,Matches
283,Danny Loader,cm CMR,"FW,MF",Porto,24-250,2000,11.2,231,288,80.2,3249,675,143,167,85.6,63,77,81.8,14,19,73.7,1,0.8,0.7,+0.2,12,15,9,2,31,Matches
284,Samuel Lobato,pt POR,"FW,MF",Famalicão,23-198,2001,0.8,24,31,77.4,245,69,15,19,78.9,4,7,57.1,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
285,Tom van de Looi,nl NED,MF,Famalicão,25-307,1999,17.5,742,911,81.4,13365,4180,310,349,88.8,346,403,85.9,69,120,57.5,2,0.6,0.8,+1.4,8,101,7,2,111,Matches
286,Miguel Lopes,pt POR,DF,Estrela,38-137,1986,12.2,483,552,87.5,10393,3865,115,129,89.1,288,311,92.6,76,100,76.0,0,0.1,0.1,-0.1,1,21,0,0,27,Matches
287,Rony Lopes,pt POR,"MF,FW",Farense,29-128,1995,10.9,269,398,67.6,4975,1678,114,138,82.6,96,119,80.7,45,106,42.5,0,1.2,2.1,-1.2,19,20,11,1,36,Matches
288,Vasco Lopes,cv CPV,"FW,MF",AVS Futebol,25-245,1999,11.1,249,329,75.7,3469,883,159,182,87.4,71,100,71.0,12,21,57.1,1,1.2,2.0,-0.2,9,17,14,4,45,Matches
289,Mamadou Loum,sn SEN,"MF,DF",Arouca,28-126,1996,7.7,330,391,84.4,5927,1690,132,154,85.7,164,186,88.2,32,40,80.0,0,0.5,0.3,-0.5,4,26,1,1,42,Matches
290,Jonatan Lucca,br BRA,MF,AVS Futebol,30-337,1994,3.0,112,134,83.6,1942,526,49,57,86.0,55,62,88.7,5,10,50.0,0,0.0,0.1,0.0,1,14,0,0,12,Matches
291,Florentino Luís,pt POR,MF,Benfica,25-259,1999,20.2,895,1029,87.0,15837,4550,396,437,90.6,374,410,91.2,99,124,79.8,1,0.6,0.8,+0.4,10,102,8,2,116,Matches
292,Zé Luís,cv CPV,FW,AVS Futebol,34-101,1991,13.5,208,300,69.3,2808,493,129,169,76.3,56,85,65.9,9,14,64.3,1,1.8,0.7,-0.8,12,13,3,0,22,Matches
293,Luismi,gq EQG,FW,Moreirense,23-300,2001,15.0,133,232,57.3,1731,489,78,111,70.3,38,62,61.3,4,14,28.6,3,1.1,0.6,+1.9,12,9,7,1,20,Matches
294,Vitali Lystsov,ru RUS,DF,Boavista,29-298,1995,5.2,104,146,71.2,2163,1260,36,47,76.6,48,64,75.0,17,27,63.0,0,0.0,0.1,0.0,1,9,1,0,16,Matches
295,Rúben Macedo,pt POR,"FW,MF",Nacional,29-057,1996,12.0,149,244,61.1,2387,665,79,96,82.3,47,69,68.1,17,47,36.2,0,2.0,1.9,-2.0,14,8,8,6,15,Matches
296,Tiago Machado,pt POR,"FW,MF",Boavista,21-033,2004,1.4,26,35,74.3,396,77,16,20,80.0,5,8,62.5,3,4,75.0,0,0.2,0.1,-0.2,1,2,1,1,4,Matches
297,Madson,br BRA,FW,Moreirense,25-252,1999,13.0,229,343,66.8,3290,899,136,170,80.0,66,98,67.3,15,43,34.9,1,1.6,1.0,-0.6,17,11,9,1,29,Matches
298,Miguel Maga,pt POR,DF,Vitória,22-170,2002,14.0,564,711,79.3,8412,3219,311,348,89.4,219,263,83.3,23,50,46.0,1,1.1,2.4,-0.1,10,32,12,1,56,Matches
299,Otar Mamageishvili,ge GEO,MF,Famalicão,22-110,2003,0.5,6,15,40.0,90,4,2,4,50.0,0,5,0.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
300,Eliaquim Mangala,fr FRA,DF,Estoril,34-081,1991,4.7,185,216,85.6,3323,1289,63,69,91.3,110,118,93.2,10,25,40.0,0,0.0,0.0,0.0,0,4,0,0,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
301,Ricardo Mangas,pt POR,FW,Vitória,27-047,1998,3.8,57,73,78.1,826,99,31,37,83.8,18,24,75.0,3,5,60.0,0,0.3,0.7,-0.3,3,1,1,0,4,Matches
302,Brian Mansilla,uy URU,"FW,MF",Arouca,22-356,2002,3.1,52,87,59.8,674,237,30,40,75.0,14,20,70.0,2,13,15.4,0,0.8,0.2,-0.8,5,4,1,0,6,Matches
303,Nico Mantl,de GER,GK,Arouca,25-088,2000,29.0,740,949,78.0,18151,13365,202,204,99.0,353,361,97.8,185,383,48.3,0,0.0,0.0,0.0,0,6,0,0,0,Matches
304,Manú,ao ANG,"FW,DF",Estrela,19-177,2005,0.5,1,2,50.0,11,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
305,Manuel Manu,pt POR,MF,Vitória,23-327,2001,7.6,365,453,80.6,7008,2609,140,165,84.8,165,189,87.3,50,77,64.9,1,0.6,0.4,+0.4,10,74,6,1,73,Matches
306,Manuel Manu,pt POR,MF,Benfica,23-327,2001,1.5,62,71,87.3,997,338,34,34,100.0,25,29,86.2,3,7,42.9,1,0.1,0.0,+0.9,1,4,0,0,8,Matches
307,Maracás,br BRA,DF,Moreirense,31-008,1994,26.6,1025,1177,87.1,20235,6392,302,321,94.1,606,651,93.1,103,171,60.2,1,0.9,0.1,+0.1,1,18,0,0,33,Matches
308,Iván Marcano,es ESP,DF,Porto,37-316,1987,8.5,555,630,88.1,10997,3581,193,207,93.2,296,315,94.0,65,97,67.0,0,0.5,0.3,-0.5,4,39,1,1,39,Matches
309,Adrián Marín,es ESP,DF,Braga,28-116,1997,7.9,464,576,80.6,7971,3966,223,242,92.1,200,239,83.7,38,75,50.7,2,0.7,1.1,+1.3,6,55,7,2,58,Matches
310,João Mário,pt POR,"FW,MF",Benfica,32-106,1993,1.7,84,103,81.6,1293,520,50,56,89.3,25,30,83.3,8,13,61.5,0,0.3,0.6,-0.3,5,9,3,0,18,Matches
311,João Mário Lopes,pt POR,DF,Porto,25-122,2000,17.4,804,1005,80.0,13276,4215,405,449,90.2,327,398,82.2,61,112,54.5,3,4.2,5.3,-1.2,30,64,49,19,111,Matches
312,Uładzisłaŭ Marozaŭ,by BLR,FW,Arouca,24-205,2000,3.1,22,49,44.9,305,39,15,25,60.0,6,9,66.7,1,4,25.0,0,0.2,0.1,-0.2,1,1,0,0,1,Matches
313,Alejandro Marqués,ve VEN,FW,Estoril,24-274,2000,18.3,163,235,69.4,2173,419,90,119,75.6,45,63,71.4,9,13,69.2,0,0.5,0.6,-0.5,10,12,3,0,18,Matches
314,Alex Marques,pt POR,DF,Boavista,19-194,2005,1.1,38,49,77.6,709,269,14,15,93.3,22,28,78.6,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
315,João Marques,pt POR,"MF,FW",Braga,23-081,2002,0.4,12,17,70.6,206,57,4,4,100.0,5,6,83.3,2,3,66.7,0,0.0,0.0,0.0,1,2,1,1,1,Matches
316,João Marques,pt POR,"FW,MF",Gil Vicente FC,23-081,2002,4.8,108,167,64.7,1629,346,55,70,78.6,42,63,66.7,6,20,30.0,0,0.0,0.1,0.0,0,7,2,1,14,Matches
317,Gabri Martínez,es ESP,"FW,MF",Braga,22-103,2003,17.0,497,697,71.3,7821,2165,269,323,83.3,189,247,76.5,32,63,50.8,2,3.8,3.4,-1.8,23,32,20,1,62,Matches
318,Toni Martínez,es ESP,FW,Porto,27-309,1997,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
319,Bernardo Martins,pt POR,"FW,MF",Moreirense,27-152,1997,16.2,482,610,79.0,7425,2247,257,303,84.8,154,179,86.0,39,71,54.9,3,1.6,1.8,+1.4,20,63,14,1,73,Matches
320,Matheus,br BRA,GK,Braga,32-290,1992,17.0,436,584,74.7,10760,7180,84,86,97.7,247,250,98.8,105,247,42.5,0,0.0,0.0,0.0,1,10,0,0,2,Matches
321,Matheusinho,br BRA,"FW,MF",Santa Clara,27-083,1998,0.8,28,33,84.8,465,141,15,17,88.2,10,11,90.9,3,4,75.0,0,0.0,0.0,0.0,0,3,1,0,4,Matches
322,Marco Matias,pt POR,"FW,MF",Farense,35-360,1989,12.1,176,315,55.9,3110,1096,88,120,73.3,42,77,54.5,35,85,41.2,3,1.4,1.3,+1.6,21,18,6,1,29,Matches
323,Jordi Mboula,es ESP,"FW,MF",Gil Vicente FC,26-050,1999,12.8,247,332,74.4,3316,983,153,189,81.0,70,91,76.9,12,21,57.1,2,0.8,0.8,+1.2,8,14,11,1,33,Matches
324,Tobías Medina,ar ARG,"MF,FW",Rio Ave,21-063,2004,0.3,3,4,75.0,29,0,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
325,Mauro Meireles Couto,pt POR,DF,Sporting CP,19-171,2005,0.0,10,11,90.9,113,8,8,8,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
326,Francisco Meixedo,pt POR,GK,Estrela,23-351,2001,0.5,16,21,76.2,489,326,1,1,100.0,11,11,100.0,4,9,44.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
327,Yair Mena Palacios,co COL,"MF,FW",AVS Futebol,24-311,2000,1.0,9,22,40.9,140,67,4,7,57.1,5,7,71.4,0,3,0.0,0,0.0,0.0,0.0,1,1,0,0,1,Matches
328,João Mendes,pt POR,"MF,FW",Vitória,30-196,1994,18.3,506,651,77.7,7571,2113,288,326,88.3,163,204,79.9,33,68,48.5,1,1.8,2.0,-0.8,21,56,18,3,88,Matches
329,João Mendes,pt POR,DF,Vitória,25-022,2000,26.9,1316,1725,76.3,22032,7648,639,730,87.5,558,696,80.2,94,210,44.8,0,1.5,1.9,-1.5,24,91,28,12,134,Matches
330,Joe Mendes,se SWE,DF,Braga,22-125,2002,2.0,110,134,82.1,1711,542,57,61,93.4,44,55,80.0,6,13,46.2,0,0.0,0.2,0.0,2,8,0,0,10,Matches
331,Gustavo Mendonça,pt POR,MF,AVS Futebol,22-055,2003,7.2,224,282,79.4,3791,914,104,119,87.4,87,104,83.7,24,36,66.7,0,0.2,0.2,-0.2,3,15,1,0,16,Matches
332,Miguel Menino,pt POR,MF,Farense,22-115,2003,20.3,320,470,68.1,5204,1907,154,215,71.6,119,152,78.3,30,55,54.5,0,1.0,1.1,-1.0,11,35,4,1,52,Matches
333,John Mercado,ec ECU,"FW,MF",AVS Futebol,22-336,2002,23.3,332,520,63.8,5057,1273,185,240,77.1,111,163,68.1,24,64,37.5,1,3.1,3.0,-2.1,26,16,18,13,30,Matches
334,Mehdi Merghem,fr FRA,"MF,FW",Farense,27-290,1997,5.1,112,156,71.8,2107,751,53,63,84.1,40,52,76.9,17,33,51.5,0,1.5,1.0,-1.5,10,8,9,3,23,Matches
335,Bruno Messi,pt POR,"FW,MF",Santa Clara,28-238,1996,1.3,37,62,59.7,638,216,18,24,75.0,12,19,63.2,5,15,33.3,0,0.1,0.2,-0.1,2,3,5,4,4,Matches
336,Michel,br BRA,DF,Moreirense,21-350,2003,1.1,24,42,57.1,385,137,8,11,72.7,15,23,65.2,0,5,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
337,Dieu-Merci Michel,ca CAN,FW,Vitória,21-085,2004,3.9,28,41,68.3,323,51,18,24,75.0,8,11,72.7,0,0,,0,0.1,0.0,-0.1,1,1,0,0,2,Matches
338,Enea Mihaj,al ALB,DF,Famalicão,26-304,1998,28.1,1313,1547,84.9,27866,10661,355,390,91.0,754,815,92.5,196,322,60.9,1,0.2,0.3,+0.8,5,81,3,0,73,Matches
339,Álex Millán,es ESP,"FW,MF",Farense,25-179,1999,4.5,37,57,64.9,537,109,18,30,60.0,14,18,77.8,2,4,50.0,0,0.1,0.2,-0.1,3,5,0,0,7,Matches
340,Cezary Miszta,pl POL,GK,Rio Ave,23-187,2001,23.0,572,807,70.9,15870,11416,86,86,100.0,310,316,98.1,176,402,43.8,0,0.0,0.0,0.0,0,7,0,0,0,Matches
341,Iyad Mohamed,km COM,MF,Casa Pia,24-061,2001,4.6,130,168,77.4,2344,672,58,66,87.9,56,68,82.4,13,22,59.1,0,0.1,0.1,-0.1,2,19,2,2,15,Matches
