Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0
104,Mickey van der Hart,nl NED,GK,Heerenveen,30-326,1994,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
105,Mike van der Hoorn,nl NED,DF,Utrecht,32-202,1992,26.4,3,18,7,38.9,0.68,0.27,0.17,0.43,9.7,0,0,0,2.4,2.4,0.14,+0.6,+0.6,Matches
106,Djevencio van der Kust,sr SUR,DF,Sparta R'dam,24-005,2001,10.3,0,2,1,50.0,0.20,0.10,0.00,0.00,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
107,Richard van der Venne,nl NED,"MF,FW",RKC Waalwijk,32-354,1992,8.2,4,22,9,40.9,2.70,1.10,0.18,0.44,19.9,0,0,0,2.1,2.1,0.10,+1.9,+1.9,Matches
108,Silvester van der Water,nl NED,"FW,MF",RKC Waalwijk,28-217,1996,6.9,3,15,5,33.3,2.18,0.73,0.20,0.60,18.8,0,0,0,1.5,1.5,0.10,+1.5,+1.5,Matches
109,David van der Werff,nl NED,MF,Groningen,20-247,2004,0.2,0,2,1,50.0,9.00,4.50,0.00,0.00,15.6,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
110,Anthony Descotte,be BEL,"FW,MF",Utrecht,21-275,2003,4.4,2,10,3,30.0,2.26,0.68,0.10,0.33,17.0,0,1,1,1.8,1.0,0.10,+0.2,0.0,Matches
111,Sergiño Dest,us USA,DF,PSV Eindhoven,24-183,2000,2.0,0,2,0,0.0,1.02,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
112,Matisse Didden,be BEL,DF,Utrecht,23-209,2001,4.6,0,1,0,0.0,0.22,0.00,0.00,,8.1,0,0,0,0.3,0.3,0.33,-0.3,-0.3,Matches
113,Thomas Didillon,fr FRA,GK,Willem II,29-158,1995,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
114,Mitchell Dijks,nl NED,DF,Fortuna Sittard,32-085,1993,17.2,0,1,0,0.0,0.06,0.00,0.00,,22.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
115,Elijah Dijkstra,nl NED,DF,AZ Alkmaar,18-273,2006,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
116,Julius Dirksen,nl NED,"DF,MF",Go Ahead Eag,22-092,2003,0.8,0,2,1,50.0,2.47,1.23,0.00,0.00,24.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
117,Nick Doodeman,nl NED,"FW,MF",Willem II,28-195,1996,14.5,0,5,2,40.0,0.35,0.14,0.00,0.00,16.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
118,Couhaib Driouech,ma MAR,FW,PSV Eindhoven,23-018,2002,3.0,2,13,4,30.8,4.29,1.32,0.15,0.50,15.2,0,0,0,1.0,1.0,0.08,+1.0,+1.0,Matches
119,Joel Drommel,nl NED,GK,PSV Eindhoven,28-170,1996,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
120,Laros Duarte,cv CPV,MF,Groningen,28-066,1997,0.2,0,1,1,100.0,4.50,4.50,0.00,0.00,33.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
121,Oliver Edvardsen,no NOR,FW,Ajax,26-047,1999,3.2,4,11,5,45.5,3.41,1.55,0.36,0.80,13.7,0,0,0,2.4,2.4,0.22,+1.6,+1.6,Matches
122,Oliver Edvardsen,no NOR,"FW,MF",Go Ahead Eag,26-047,1999,9.9,8,31,12,38.7,3.14,1.22,0.26,0.67,17.4,0,0,0,6.1,6.1,0.20,+1.9,+1.9,Matches
123,Victor Edvardsen,se SWE,"FW,MF",Go Ahead Eag,29-111,1996,27.4,8,60,22,36.7,2.19,0.80,0.13,0.36,15.5,0,0,0,9.1,9.1,0.15,-1.1,-1.1,Matches
124,Espen van Ee,nl NED,MF,Heerenveen,21-304,2003,23.5,1,35,9,25.7,1.49,0.38,0.03,0.11,24.2,1,0,0,1.4,1.4,0.04,-0.4,-0.4,Matches
125,Mike Eerdhuijzen,nl NED,DF,Sparta R'dam,24-296,2000,28.2,0,12,1,8.3,0.43,0.04,0.00,0.00,13.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
126,Roshon van Eijma,cw CUW,DF,RKC Waalwijk,26-330,1998,17.9,0,8,2,25.0,0.45,0.11,0.00,0.00,26.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
127,Carel Eiting,nl NED,MF,Sparta R'dam,27-083,1998,9.8,1,14,4,28.6,1.43,0.41,0.07,0.25,19.1,1,0,0,1.0,1.0,0.07,0.0,0.0,Matches
128,Carel Eiting,nl NED,MF,Twente,27-083,1998,6.5,2,10,4,40.0,1.53,0.61,0.20,0.50,20.4,0,0,0,1.2,1.2,0.12,+0.8,+0.8,Matches
129,Hjalmar Ekdal,se SWE,DF,Groningen,26-196,1998,11.0,0,1,1,100.0,0.09,0.09,0.00,0.00,10.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
130,Úmaro Embaló,pt POR,FW,Fortuna Sittard,23-364,2001,0.1,0,1,1,100.0,7.50,7.50,0.00,0.00,14.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
131,Noam Emeran,fr FRA,"DF,MF",Groningen,22-223,2002,0.7,1,1,1,100.0,1.36,1.36,1.00,1.00,20.6,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches
132,Mario Engels,de GER,"FW,MF",Heracles Almelo,31-195,1993,23.3,3,33,11,33.3,1.41,0.47,0.09,0.27,17.2,0,0,0,4.3,4.3,0.13,-1.3,-1.3,Matches
133,Alonzo Engwanda,be BEL,"MF,DF",Utrecht,22-098,2003,11.1,0,3,0,0.0,0.27,0.00,0.00,,32.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
134,Ante Erceg,hr CRO,"FW,MF",Fortuna Sittard,35-144,1989,3.2,0,5,2,40.0,1.57,0.63,0.00,0.00,12.3,0,0,0,1.2,1.2,0.24,-1.2,-1.2,Matches
135,Luca Everink,nl NED,DF,Go Ahead Eag,24-085,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
136,Juan Familia-Castillo,nl NED,DF,RKC Waalwijk,25-112,2000,14.4,0,5,2,40.0,0.35,0.14,0.00,0.00,27.0,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
137,Kevin Felida,cw CUW,"MF,FW",RKC Waalwijk,25-175,1999,4.7,0,4,2,50.0,0.86,0.43,0.00,0.00,25.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
138,Saná Fernandes,pt POR,"FW,MF",NAC Breda,19-056,2006,5.2,1,11,3,27.3,2.11,0.57,0.09,0.33,26.0,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
139,Nick Fichtinger,nl NED,MF,Zwolle,21-029,2004,9.5,0,8,2,25.0,0.84,0.21,0.00,0.00,24.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
140,Kolbeinn Finnsson,is ISL,DF,Utrecht,25-253,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
141,Kian Fitz-Jim,nl NED,MF,Ajax,21-304,2003,12.7,2,21,9,42.9,1.65,0.71,0.10,0.22,18.5,0,0,0,2.1,2.1,0.10,-0.1,-0.1,Matches
142,Ryan Flamingo,nl NED,DF,PSV Eindhoven,22-125,2002,29.7,0,21,3,14.3,0.71,0.10,0.00,0.00,12.1,0,0,0,2.1,2.1,0.10,-2.1,-2.1,Matches
143,Sherel Floranus,cw CUW,DF,Almere City,26-255,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
144,Sherel Floranus,cw CUW,DF,Zwolle,26-255,1998,17.0,0,5,0,0.0,0.29,0.00,0.00,,16.9,0,0,0,0.8,0.8,0.15,-0.8,-0.8,Matches
145,Carlos Forbs,pt POR,FW,Ajax,21-047,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
146,Ryan Fosso,ch SUI,MF,Fortuna Sittard,22-322,2002,26.3,1,20,4,20.0,0.76,0.15,0.05,0.25,25.5,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
147,Oscar Fraulo,dk DEN,MF,Utrecht,21-150,2003,16.3,3,12,5,41.7,0.74,0.31,0.25,0.60,16.4,0,0,0,1.7,1.7,0.15,+1.3,+1.3,Matches
148,Anton Gaaei,dk DEN,DF,Ajax,22-167,2002,17.8,2,19,7,36.8,1.07,0.39,0.11,0.29,21.5,3,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
149,Matt Garbett,nz NZL,"FW,MF",NAC Breda,23-022,2002,6.4,1,7,2,28.6,1.09,0.31,0.14,0.50,20.3,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches
150,Anselmo García MacNulty,ie IRL,DF,Zwolle,22-075,2003,31.0,1,21,5,23.8,0.68,0.16,0.05,0.20,12.3,0,0,0,2.3,2.3,0.11,-1.3,-1.3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
151,Stijn van Gassel,nl NED,GK,NEC Nijmegen,28-199,1996,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
152,Lutsharel Geertruida,nl NED,DF,Feyenoord,24-291,2000,3.0,0,3,2,66.7,1.00,0.67,0.00,0.00,15.8,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
153,Liam van Gelderen,nl NED,DF,RKC Waalwijk,24-043,2001,27.0,0,7,2,28.6,0.26,0.07,0.00,0.00,20.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
154,Djomar Giersthove,nl NED,DF,Feyenoord,20-061,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
155,Teun Gijselhart,nl NED,MF,Zwolle,20-029,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
156,Santiago Giménez,mx MEX,FW,Feyenoord,24-017,2001,8.5,7,26,13,50.0,3.06,1.53,0.19,0.38,10.4,0,2,2,7.2,5.6,0.22,-0.2,-0.6,Matches
157,Mika Godts,be BEL,FW,Ajax,19-332,2005,16.8,4,47,15,31.9,2.80,0.89,0.09,0.27,17.0,0,0,0,4.4,4.4,0.09,-0.4,-0.4,Matches
158,Wouter Goes,nl NED,DF,AZ Alkmaar,20-329,2004,20.8,1,8,4,50.0,0.38,0.19,0.13,0.25,9.2,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
159,Facundo González,uy URU,DF,Feyenoord,21-333,2003,0.9,0,2,0,0.0,2.12,0.00,0.00,,18.2,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
160,Roberto González,es ESP,"MF,FW",NEC Nijmegen,24-119,2001,10.9,2,26,11,42.3,2.38,1.01,0.08,0.18,14.4,1,0,0,3.0,3.0,0.12,-1.0,-1.0,Matches
161,Tristan Gooijer,nl NED,DF,Zwolle,20-245,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
162,Marvin da Graça,lu LUX,DF,Almere City,30-077,1995,6.0,1,6,1,16.7,1.00,0.17,0.17,1.00,16.1,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
163,Simon Graves Jensen,dk DEN,DF,Zwolle,25-348,1999,22.7,0,7,4,57.1,0.31,0.18,0.00,0.00,8.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
164,Leo Greiml,at AUT,DF,NAC Breda,23-306,2001,26.7,2,17,5,29.4,0.64,0.19,0.12,0.40,13.1,0,0,0,1.1,1.1,0.07,+0.9,+0.9,Matches
165,Dario Grujcic,at AUT,"DF,MF",Fortuna Sittard,25-351,1999,2.9,0,2,1,50.0,0.70,0.35,0.00,0.00,15.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
166,Baptiste Guillaume,be BEL,"FW,MF",Almere City,29-323,1995,4.3,1,10,3,30.0,2.30,0.69,0.10,0.33,10.0,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches
167,Eser Gürbüz,nl NED,FW,Heerenveen,18-060,2007,1.5,2,7,2,28.6,4.57,1.30,0.29,1.00,15.5,0,0,0,1.5,1.5,0.22,+0.5,+0.5,Matches
168,Rodrigo Guth,br BRA,DF,Fortuna Sittard,24-176,2000,27.5,3,15,6,40.0,0.55,0.22,0.20,0.50,10.7,0,0,0,1.3,1.3,0.09,+1.7,+1.7,Matches
169,Jonathan de Guzmán,nl NED,MF,Sparta R'dam,37-234,1987,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
170,Anis Hadj Moussa,dz ALG,"FW,MF",Feyenoord,23-083,2002,19.4,8,50,19,38.0,2.58,0.98,0.16,0.42,17.2,1,0,0,3.0,3.0,0.06,+5.0,+5.0,Matches
171,Alen Halilović,hr CRO,"MF,FW",Fortuna Sittard,28-321,1996,19.7,2,43,12,27.9,2.19,0.61,0.05,0.17,20.1,4,0,1,4.4,3.6,0.09,-2.4,-1.6,Matches
172,Denzel Hall,nl NED,DF,Heerenveen,23-348,2001,6.2,0,2,0,0.0,0.32,0.00,0.00,,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
173,Sébastien Haller,ci CIV,FW,Utrecht,30-317,1994,12.2,4,29,14,48.3,2.37,1.14,0.14,0.29,9.8,0,0,0,5.1,5.1,0.17,-1.1,-1.1,Matches
174,Dávid Hancko,sk SVK,DF,Feyenoord,27-143,1997,29.0,3,48,14,29.2,1.66,0.48,0.06,0.21,12.2,1,0,0,4.6,4.6,0.10,-1.6,-1.6,Matches
175,Kornelius Hansen,no NOR,"FW,MF",Almere City,23-364,2001,20.2,2,47,16,34.0,2.33,0.79,0.04,0.13,16.3,2,0,0,4.6,4.6,0.10,-2.6,-2.6,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
176,Sontje Hansen,nl NED,"FW,MF",NEC Nijmegen,22-358,2002,18.5,4,32,12,37.5,1.73,0.65,0.13,0.33,14.2,0,0,0,3.6,3.6,0.11,+0.4,+0.4,Matches
177,Quilindschy Hartman,nl NED,DF,Feyenoord,23-172,2001,6.2,0,3,0,0.0,0.48,0.00,0.00,,19.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
178,Jorrel Hato,nl NED,DF,Ajax,19-059,2006,26.0,2,16,5,31.3,0.62,0.19,0.13,0.40,15.9,0,0,0,1.3,1.3,0.08,+0.7,+0.7,Matches
179,Mike Hauptmeijer,nl NED,GK,Zwolle,28-048,1997,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
180,Thom Haye,id IDN,MF,Almere City,30-085,1995,19.7,0,35,8,22.9,1.78,0.41,0.00,0.00,27.9,13,0,0,1.3,1.3,0.04,-1.3,-1.3,Matches
181,Jordan Henderson,eng ENG,MF,Ajax,34-322,1990,17.8,0,10,2,20.0,0.56,0.11,0.00,0.00,22.9,4,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
182,Lucas Vennegoor of Hesselink,nl NED,"FW,MF",Twente,19-052,2006,0.7,0,3,1,33.3,4.35,1.45,0.00,0.00,10.4,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Matches
183,Mees Hilgers,id IDN,DF,Twente,23-357,2001,18.4,1,14,5,35.7,0.76,0.27,0.07,0.20,12.6,0,0,0,2.7,2.7,0.19,-1.7,-1.7,Matches
184,Mees Hoedemakers,nl NED,MF,NEC Nijmegen,27-076,1998,19.2,0,19,4,21.1,0.99,0.21,0.00,0.00,21.2,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
185,Justin Hoogma,nl NED,DF,Heracles Almelo,26-328,1998,2.8,2,4,2,50.0,1.42,0.71,0.50,1.00,16.7,0,0,0,1.2,1.2,0.31,+0.8,+0.8,Matches
186,Sydney van Hooijdonk,nl NED,FW,NAC Breda,25-088,2000,9.8,1,20,9,45.0,2.04,0.92,0.05,0.11,13.7,0,0,0,2.4,2.4,0.12,-1.4,-1.4,Matches
187,Nikolai Hopland,no NOR,DF,Heerenveen,20-285,2004,25.9,2,19,5,26.3,0.73,0.19,0.11,0.40,11.6,0,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
188,Siebe Horemans,be BEL,DF,Utrecht,26-337,1998,26.2,1,9,3,33.3,0.34,0.11,0.11,0.33,19.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
189,Jizz Hornkamp,nl NED,"FW,MF",Heracles Almelo,27-059,1998,15.3,7,32,14,43.8,2.09,0.92,0.19,0.43,16.2,4,1,1,4.8,4.1,0.13,+2.2,+1.9,Matches
190,Jeroen Houwen,nl NED,GK,RKC Waalwijk,29-076,1996,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
191,Johan Hove,no NOR,MF,Groningen,24-240,2000,19.4,0,30,10,33.3,1.54,0.51,0.00,0.00,20.7,1,0,0,1.5,1.5,0.05,-1.5,-1.5,Matches
192,Joël Ideho,nl NED,FW,Sparta R'dam,21-292,2003,1.9,0,1,1,100.0,0.54,0.54,0.00,0.00,16.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
193,Younes Taha El Idrissi,ma MAR,FW,Twente,,,1.6,0,3,1,33.3,1.93,0.64,0.00,0.00,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
194,Mohammed Ihattaren,nl NED,"MF,FW",RKC Waalwijk,23-082,2002,14.5,3,43,14,32.6,2.97,0.97,0.05,0.14,21.7,7,1,1,2.8,2.0,0.05,+0.2,0.0,Matches
195,Hwang In-beom,kr KOR,MF,Feyenoord,28-227,1996,16.2,3,25,9,36.0,1.54,0.55,0.12,0.33,24.6,2,0,0,0.9,0.9,0.04,+2.1,+2.1,Matches
196,Zidane Iqbal,iq IRQ,MF,Utrecht,22-008,2003,16.1,1,16,5,31.3,0.99,0.31,0.06,0.20,25.8,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
197,Luka Ivanušec,hr CRO,"FW,MF",Feyenoord,26-160,1998,5.4,1,11,4,36.4,2.05,0.75,0.09,0.25,18.6,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
198,Joey Jacobs,nl NED,DF,Almere City,25-025,2000,11.7,1,5,2,40.0,0.43,0.17,0.20,0.50,8.6,0,0,0,0.5,0.5,0.10,+0.5,+0.5,Matches
199,Alireza Jahanbakhsh,ir IRN,"FW,MF",Heerenveen,31-267,1993,16.1,3,42,10,23.8,2.61,0.62,0.05,0.20,18.4,3,1,1,3.5,2.8,0.07,-0.5,-0.8,Matches
200,Alexander Jakobsen,eg EGY,"FW,MF",RKC Waalwijk,31-048,1994,0.8,0,1,0,0.0,1.29,0.00,0.00,,16.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
201,Dean James,id IDN,DF,Go Ahead Eag,25-005,2000,18.3,2,16,5,31.3,0.87,0.27,0.13,0.40,19.5,5,0,0,1.6,1.6,0.10,+0.4,+0.4,Matches
202,Dominik Janošek,cz CZE,MF,NAC Breda,26-326,1998,12.2,2,31,8,25.8,2.55,0.66,0.03,0.13,27.1,6,1,1,1.9,1.2,0.04,+0.1,-0.2,Matches
203,Dies Janse,nl NED,DF,Ajax,19-108,2006,3.0,0,1,0,0.0,0.33,0.00,0.00,,26.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
204,Ali Jasim,iq IRQ,"FW,MF",Almere City,21-105,2004,2.5,1,8,3,37.5,3.19,1.19,0.13,0.33,15.7,0,0,0,0.7,0.7,0.08,+0.3,+0.3,Matches
205,Victor Jensen,dk DEN,MF,Utrecht,25-086,2000,11.1,2,20,5,25.0,1.80,0.45,0.10,0.40,13.0,0,0,0,3.0,3.0,0.15,-1.0,-1.0,Matches
206,Owen Johnson,nl NED,MF,Fortuna Sittard,19-244,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
207,Miliano Jonathans,nl NED,"FW,MF",Utrecht,21-030,2004,2.3,0,4,0,0.0,1.74,0.00,0.00,,13.0,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
